Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1674862102.261352,15,232822,0,GPS1_Frame,42.33722686767578,-71.09007263183594,20.700000762939453,1.399999976158142,327818.6875,4689335.0,232822.0,19.0,T
1674862107.260659,16,232827,0,GPS1_Frame,42.33722686767578,-71.0900650024414,20.799999237060547,1.399999976158142,327818.84375,4689335.0,232827.0,19.0,T
1674862112.258973,17,232832,0,GPS1_Frame,42.33722686767578,-71.0900650024414,20.799999237060547,1.399999976158142,327818.96875,4689335.0,232832.0,19.0,T
1674862117.2616699,18,232837,0,GPS1_Frame,42.33722686767578,-71.0900650024414,20.799999237060547,1.399999976158142,327819.09375,4689335.0,232837.0,19.0,T
1674862122.260307,19,232842,0,GPS1_Frame,42.33722686767578,-71.0900650024414,20.799999237060547,1.399999976158142,327819.09375,4689335.0,232842.0,19.0,T
1674862127.2604437,20,232847,0,GPS1_Frame,42.33722686767578,-71.0900650024414,20.799999237060547,1.399999976158142,327819.25,4689335.0,232847.0,19.0,T
1674862132.260519,21,232852,0,GPS1_Frame,42.33722686767578,-71.0900650024414,20.799999237060547,1.399999976158142,327819.375,4689334.5,232852.0,19.0,T
1674862137.260152,22,232857,0,GPS1_Frame,42.33722686767578,-71.0900650024414,20.799999237060547,1.399999976158142,327819.375,4689334.5,232857.0,19.0,T
1674862142.2601197,23,232902,0,GPS1_Frame,42.33722686767578,-71.09005737304688,20.899999618530273,1.399999976158142,327819.5,4689334.5,232902.0,19.0,T
1674862147.2608328,24,232907,0,GPS1_Frame,42.337223052978516,-71.09005737304688,20.899999618530273,1.399999976158142,327819.625,4689334.5,232907.0,19.0,T
1674862152.2609704,25,232912,0,GPS1_Frame,42.337223052978516,-71.09005737304688,20.899999618530273,1.399999976158142,327819.78125,4689334.5,232912.0,19.0,T
1674862157.2610047,26,232917,0,GPS1_Frame,42.337223052978516,-71.09005737304688,20.899999618530273,1.399999976158142,327819.78125,4689334.5,232917.0,19.0,T
1674862162.2602892,27,232922,0,GPS1_Frame,42.337223052978516,-71.09005737304688,20.899999618530273,1.399999976158142,327819.78125,4689334.5,232922.0,19.0,T
1674862167.2603307,28,232927,0,GPS1_Frame,42.33721923828125,-71.09004974365234,20.899999618530273,1.399999976158142,327820.3125,4689334.0,232927.0,19.0,T
1674862172.260319,29,232932,0,GPS1_Frame,42.33721923828125,-71.09004974365234,20.899999618530273,1.399999976158142,327820.4375,4689334.0,232932.0,19.0,T
1674862177.2617047,30,232937,0,GPS1_Frame,42.33721923828125,-71.09004974365234,20.899999618530273,1.399999976158142,327820.4375,4689334.0,232937.0,19.0,T
1674862182.260546,31,232942,0,GPS1_Frame,42.33721923828125,-71.09004974365234,20.899999618530273,1.399999976158142,327820.4375,4689334.0,232942.0,19.0,T
1674862187.2601454,32,232947,0,GPS1_Frame,42.33721923828125,-71.09004974365234,20.799999237060547,1.399999976158142,327820.3125,4689334.0,232947.0,19.0,T
1674862192.2615988,33,232952,0,GPS1_Frame,42.33721160888672,-71.09004211425781,20.799999237060547,1.399999976158142,327821.125,4689333.0,232952.0,19.0,T
1674862197.2646232,34,232957,0,GPS1_Frame,42.33720779418945,-71.09004211425781,20.700000762939453,1.399999976158142,327821.09375,4689332.5,232957.0,19.0,T
1674862202.2600489,35,233002,0,GPS1_Frame,42.33720779418945,-71.09004211425781,20.700000762939453,1.399999976158142,327821.09375,4689332.5,233002.0,19.0,T
1674862207.2615566,36,233007,0,GPS1_Frame,42.33721160888672,-71.09004211425781,20.200000762939453,1.399999976158142,327820.84375,4689333.0,233007.0,19.0,T
1674862212.2608109,37,233012,0,GPS1_Frame,42.33721160888672,-71.09004211425781,20.200000762939453,1.399999976158142,327820.84375,4689333.0,233012.0,19.0,T
1674862217.2599556,38,233017,0,GPS1_Frame,42.33721160888672,-71.09004211425781,20.100000381469727,1.399999976158142,327820.84375,4689333.0,233017.0,19.0,T
1674862222.2602642,39,233022,0,GPS1_Frame,42.33721160888672,-71.09004211425781,20.100000381469727,1.399999976158142,327820.84375,4689333.0,233022.0,19.0,T
1674862227.2600014,40,233027,0,GPS1_Frame,42.33721160888672,-71.09004211425781,20.100000381469727,1.399999976158142,327820.84375,4689333.0,233027.0,19.0,T
1674862232.2605224,41,233032,0,GPS1_Frame,42.33721160888672,-71.09004211425781,20.0,1.399999976158142,327820.84375,4689333.0,233032.0,19.0,T
1674862237.2607563,42,233037,0,GPS1_Frame,42.33721160888672,-71.09004974365234,19.399999618530273,1.399999976158142,327820.5625,4689333.5,233037.0,19.0,T
1674862242.260739,43,233042,0,GPS1_Frame,42.33721160888672,-71.09004974365234,19.299999237060547,1.399999976158142,327820.5625,4689333.5,233042.0,19.0,T
1674862247.2601774,44,233047,0,GPS1_Frame,42.33721160888672,-71.09004974365234,19.299999237060547,1.399999976158142,327820.5625,4689333.5,233047.0,19.0,T
1674862252.26037,45,233052,0,GPS1_Frame,42.33721160888672,-71.09004974365234,19.299999237060547,1.399999976158142,327820.5625,4689333.5,233052.0,19.0,T
1674862257.2601845,46,233057,0,GPS1_Frame,42.33721160888672,-71.09004211425781,19.200000762939453,1.399999976158142,327820.71875,4689333.5,233057.0,19.0,T
1674862262.2607768,47,233102,0,GPS1_Frame,42.33721160888672,-71.09004211425781,19.200000762939453,1.399999976158142,327820.71875,4689333.5,233102.0,19.0,T
1674862267.2606595,48,233107,0,GPS1_Frame,42.337215423583984,-71.09004211425781,19.200000762939453,1.399999976158142,327820.71875,4689333.5,233107.0,19.0,T
1674862272.2600942,49,233112,0,GPS1_Frame,42.337215423583984,-71.09004211425781,19.200000762939453,1.399999976158142,327820.71875,4689333.5,233112.0,19.0,T
1674862277.2941017,50,233117,0,GPS1_Frame,42.337215423583984,-71.09004211425781,19.200000762939453,1.399999976158142,327820.71875,4689333.5,233117.0,19.0,T
1674862282.2597947,51,233122,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.799999237060547,1.399999976158142,327821.125,4689334.0,233122.0,19.0,T
1674862287.2605796,52,233127,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.700000762939453,1.399999976158142,327821.125,4689334.0,233127.0,19.0,T
1674862292.260717,53,233132,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.700000762939453,1.399999976158142,327821.125,4689334.0,233132.0,19.0,T
1674862297.2608905,54,233137,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.700000762939453,1.399999976158142,327821.125,4689334.0,233137.0,19.0,T
1674862302.260456,55,233142,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.700000762939453,1.399999976158142,327821.125,4689334.0,233142.0,19.0,T
1674862307.2595994,56,233147,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.700000762939453,1.399999976158142,327821.125,4689334.0,233147.0,19.0,T
1674862312.2628117,57,233152,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.700000762939453,1.399999976158142,327821.125,4689334.0,233152.0,19.0,T
1674862317.262662,58,233157,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.700000762939453,1.399999976158142,327821.125,4689334.0,233157.0,19.0,T
1674862322.2598822,59,233202,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.700000762939453,1.399999976158142,327821.125,4689334.0,233202.0,19.0,T
1674862327.295998,60,233207,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.600000381469727,1.399999976158142,327821.125,4689334.0,233207.0,19.0,T
1674862332.2604113,61,233212,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.600000381469727,1.399999976158142,327821.125,4689334.0,233212.0,19.0,T
1674862337.2598538,62,233217,0,GPS1_Frame,42.33721923828125,-71.09004211425781,18.600000381469727,1.399999976158142,327821.125,4689334.0,233217.0,19.0,T
1674862342.260631,63,233222,0,GPS1_Frame,42.337223052978516,-71.09004211425781,18.600000381469727,1.399999976158142,327821.15625,4689334.0,233222.0,19.0,T
1674862347.259454,64,233227,0,GPS1_Frame,42.337223052978516,-71.09004211425781,18.5,1.399999976158142,327821.15625,4689334.0,233227.0,19.0,T
1674862352.2593813,65,233232,0,GPS1_Frame,42.337223052978516,-71.09004211425781,18.5,1.399999976158142,327821.15625,4689334.0,233232.0,19.0,T
1674862357.2603586,66,233237,0,GPS1_Frame,42.337223052978516,-71.09004211425781,18.5,1.399999976158142,327821.15625,4689334.0,233237.0,19.0,T
1674862362.2598257,67,233242,0,GPS1_Frame,42.337223052978516,-71.09004211425781,18.399999618530273,1.399999976158142,327821.15625,4689334.0,233242.0,19.0,T
1674862367.2597947,68,233247,0,GPS1_Frame,42.337223052978516,-71.09004211425781,18.399999618530273,1.399999976158142,327821.28125,4689334.0,233247.0,19.0,T
1674862372.2954738,69,233252,0,GPS1_Frame,42.337223052978516,-71.09004211425781,18.399999618530273,1.399999976158142,327821.28125,4689334.0,233252.0,19.0,T
1674862377.260332,70,233257,0,GPS1_Frame,42.337223052978516,-71.09004211425781,18.399999618530273,1.399999976158142,327821.28125,4689334.5,233257.0,19.0,T
